,strain_full,strain_short,species,gc,accession,gc_percent,genome_components,chromosomes,total_seq_length,genes_nc,genes_coding,pseudogenes,total_genes
0,Salmonella enterica subsp. enterica serovar Manhattan,SA20084699,Salmonella enterica,GCF_002234795.1,Salmonella enterica subsp. enterica serovar Manhattan,52.0,3,3,4802602,121,4393,146,4660
0,Salmonella enterica subsp. enterica serovar Mbandaka,SA20026234,Salmonella enterica,GCF_002234515.1,Salmonella enterica subsp. enterica serovar Mbandaka,52.0,1,1,4796292,121,4421,120,4662
0,Salmonella enterica subsp. enterica serovar Minnesota,CFSAN017963,Salmonella enterica,GCF_002196535.1,Salmonella enterica subsp. enterica serovar Minnesota,52.0,3,3,5004825,124,4628,167,4919
0,Salmonella enterica subsp. enterica serovar Onderstepoort str. SA20060086,SA20060086,Salmonella enterica,GCF_002208255.1,Salmonella enterica subsp. enterica serovar Onderstepoort str. SA20060086,51.5,3,3,5005424,121,4653,164,4938
0,Salmonella enterica subsp. enterica serovar Ouakam str. SA20034636,SA20034636,Salmonella enterica,GCF_002211565.1,Salmonella enterica subsp. enterica serovar Ouakam str. SA20034636,52.0,1,1,4874915,118,4492,118,4728
0,Salmonella enterica subsp. enterica serovar Quebec str. S_1267,S-1267,Salmonella enterica,GCF_002208315.1,Salmonella enterica subsp. enterica serovar Quebec str. S-1267,52.0,3,3,4645312,128,4211,122,4461
0,Salmonella enterica subsp. enterica serovar Saintpaul,SA20031783,Salmonella enterica,GCF_002234735.2,Salmonella enterica subsp. enterica serovar Saintpaul,52.0,2,2,4906886,124,4531,121,4776
0,Salmonella enterica subsp. enterica serovar Saintpaul,SGB23,Salmonella enterica,GCF_002290205.1,Salmonella enterica subsp. enterica serovar Saintpaul,51.5,2,2,5046426,124,4661,117,4902
0,Salmonella enterica subsp. enterica serovar Stanleyville,CFSAN059881,Salmonella enterica,GCF_002266325.2,Salmonella enterica subsp. enterica serovar Stanleyville,52.0,1,1,4688242,120,4288,91,4499
0,Salmonella enterica subsp. enterica serovar Typhimurium,FDAARGOS_321,Salmonella enterica,GCF_002209225.1,Salmonella enterica subsp. enterica serovar Typhimurium,52.0,3,3,5020697,125,4678,129,4932
0,Salmonella enterica subsp. enterica serovar Typhimurium var. 5_,FDAARGOS_312,Salmonella enterica,GCF_002208965.1,Salmonella enterica subsp. enterica serovar Typhimurium var. 5-,52.0,6,6,5213839,122,4846,159,5127
0,Salmonella enterica subsp. enterica serovar Waycross,SA20041608,Salmonella enterica,GCF_002211845.1,Salmonella enterica subsp. enterica serovar Waycross,52.0,1,1,4812886,122,4444,106,4672
0,Salmonella enterica subsp. salamae serovar 55:k:z39 str. 1315K,1315K,Salmonella enterica,GCF_002211865.1,Salmonella enterica subsp. salamae serovar 55:k:z39 str. 1315K,51.5,3,3,5051440,117,4572,178,4867
0,Salmonella enterica subsp. salamae serovar 57:z29:z42,ST114,Salmonella enterica,GCF_002234475.1,Salmonella enterica subsp. salamae serovar 57:z29:z42,52.0,1,1,4719375,121,4278,102,4501
0,Serratia marcescens,UMH2,Serratia marcescens,GCF_002220515.1,Serratia marcescens,59.0,1,1,5308626,125,4895,49,5069
0,Serratia marcescens,UMH8,Serratia marcescens,GCF_002220535.1,Serratia marcescens,59.5,1,1,5155137,126,4789,22,4937
0,Serratia marcescens,UMH9,Serratia marcescens,GCF_002220555.1,Serratia marcescens,60.0,1,1,5024591,119,4579,35,4733
0,Serratia marcescens,UMH11,Serratia marcescens,GCF_002220575.1,Serratia marcescens,59.0,1,1,5221717,125,4778,36,4939
0,Serratia marcescens,UMH12,Serratia marcescens,GCF_002220595.1,Serratia marcescens,59.0,1,1,5196805,123,4785,44,4952
0,Serratia marcescens,UMH1,Serratia marcescens,GCF_002220615.1,Serratia marcescens,59.0,2,2,5129681,128,4690,33,4851
0,Serratia marcescens,UMH5,Serratia marcescens,GCF_002220635.1,Serratia marcescens,59.0,2,2,5457855,128,5093,54,5275
0,Serratia marcescens,UMH3,Serratia marcescens,GCF_002220655.1,Serratia marcescens,59.5,1,1,5300955,126,4941,30,5097
0,Serratia marcescens,UMH6,Serratia marcescens,GCF_002220675.1,Serratia marcescens,59.5,1,1,5192910,130,4810,38,4978
0,Serratia marcescens,UMH10,Serratia marcescens,GCF_002220695.1,Serratia marcescens,59.0,1,1,5221713,125,4779,37,4941
0,Serratia marcescens,UMH7,Serratia marcescens,GCF_002220715.1,Serratia marcescens,59.0,4,4,5363653,127,4997,60,5184
0,Shewanella bicestrii,JAB-1,Shewanella bicestrii,GCF_002216875.1,Shewanella bicestrii,48.0,3,3,5004414,135,4222,44,4401
0,Shewanella marisflavi,EP1,Shewanella marisflavi,GCF_002215585.1,Shewanella marisflavi,50.0,1,1,4321452,125,3663,15,3803
0,Shewanella sp. FDAARGOS_354,FDAARGOS_354,Shewanella sp. FDAARGOS_354,GCF_002209245.2,Shewanella sp. FDAARGOS_354,46.0,2,2,5069981,137,4269,113,4519
0,Shigella flexneri 1a,0439,Shigella flexneri,GCF_002240115.1,Shigella flexneri 1a,50.5,3,3,4904083,132,4129,744,5005
0,Shigella flexneri 1a,0670,Shigella flexneri,GCF_002240135.1,Shigella flexneri 1a,50.5,3,3,4899768,129,4109,753,4991
0,Shigella flexneri 4c,1602,Shigella flexneri,GCF_002240075.1,Shigella flexneri 4c,50.5,3,3,4980844,134,4204,763,5101
0,Shigella flexneri 4c,0702,Shigella flexneri,GCF_002240095.1,Shigella flexneri 4c,50.5,3,3,4767656,130,4016,694,4840
0,Shigella sonnei,2015C-3794,Shigella sonnei,GCF_002224605.1,Shigella sonnei,51.0,2,2,4906574,129,4158,664,4951
0,Shigella sonnei,2015C-3566,Shigella sonnei,GCF_002224625.1,Shigella sonnei,51.0,2,2,4949228,124,4225,658,5007
0,Sinorhizobium fredii CCBAU 83666,CCBAU 83666,Sinorhizobium fredii,GCF_002288485.1,Sinorhizobium fredii CCBAU 83666,62.0,4,4,7083389,69,6287,384,6740
0,Sinorhizobium meliloti,USDA1157,Sinorhizobium meliloti,GCF_002197025.1,Sinorhizobium meliloti,62.0,4,4,7205853,68,6582,313,6963
0,Sinorhizobium meliloti,Rm41,Sinorhizobium meliloti,GCF_002197045.1,Sinorhizobium meliloti,62.0,4,4,7140241,70,6512,250,6832
0,Sinorhizobium meliloti,USDA1106,Sinorhizobium meliloti,GCF_002197065.1,Sinorhizobium meliloti,62.0,3,3,6716226,68,6025,245,6338
0,Sinorhizobium meliloti,KH35c,Sinorhizobium meliloti,GCF_002197105.1,Sinorhizobium meliloti,62.0,4,4,6750789,67,6100,208,6375
0,Sinorhizobium meliloti,M162,Sinorhizobium meliloti,GCF_002197125.1,Sinorhizobium meliloti,62.0,4,4,6808187,69,6162,297,6528
0,Sinorhizobium meliloti,T073,Sinorhizobium meliloti,GCF_002197145.1,Sinorhizobium meliloti,62.0,4,4,7042635,68,6338,237,6643
0,Sinorhizobium meliloti,HM006,Sinorhizobium meliloti,GCF_002197165.1,Sinorhizobium meliloti,62.0,4,4,6997718,68,6346,249,6663
0,Sinorhizobium meliloti,USDA1021,Sinorhizobium meliloti,GCF_002197445.1,Sinorhizobium meliloti,62.0,4,4,7147943,69,6531,302,6902
0,Sinorhizobium meliloti,KH46,Sinorhizobium meliloti,GCF_002197465.1,Sinorhizobium meliloti,62.0,3,3,6981128,67,6357,230,6654
0,Sinorhizobium meliloti,CCMM B554 (FSM-MA),Sinorhizobium meliloti,GCF_002215195.1,Sinorhizobium meliloti,62.0,3,3,6703999,68,6073,223,6364
0,Sinorhizobium meliloti,B401,Sinorhizobium meliloti,GCF_002302355.1,Sinorhizobium meliloti,62.0,3,3,6140999,67,5566,207,5840
0,Sinorhizobium meliloti,B399,Sinorhizobium meliloti,GCF_002302375.1,Sinorhizobium meliloti,62.0,3,3,6472568,75,5861,243,6179
0,Sinorhizobium sp. CCBAU 05631,CCBAU 05631,Sinorhizobium sp. CCBAU 05631,GCF_002288505.1,Sinorhizobium sp. CCBAU 05631,62.0,4,4,6387352,67,5673,298,6038
0,Sphingobacterium sp. G1_14,G1-14,Sphingobacterium sp. G1_14,GCF_002196555.1,Sphingobacterium sp. G1-14,39.5,1,1,6325678,107,5256,25,5388
0,Sphingobium xenophagum,C1,Sphingobium xenophagum,GCF_002288285.1,Sphingobium xenophagum,63.0,7,7,4602637,66,4296,168,4530
0,Sphingorhabdus sp. SMR4y,SMR4y,Sphingorhabdus sp. SMR4y,GCF_002218195.1,Sphingorhabdus sp. SMR4y,57.5,1,1,3479724,53,3302,26,3381
0,Spiroplasma corruscae,EC-1,Spiroplasma corruscae,GCF_002237575.1,Spiroplasma corruscae,25.0,2,2,1204639,35,1021,13,1069
0,Staphylococcus aureus,Seattle 1945,Staphylococcus aureus,GCF_002202075.1,Staphylococcus aureus,32.5,2,2,2806349,81,2614,81,2776
0,Staphylococcus aureus,Seattle 1945,Staphylococcus aureus,GCF_002202095.1,Staphylococcus aureus,32.5,2,2,2819703,81,2629,81,2791
0,Staphylococcus aureus,ISU935,Staphylococcus aureus,GCF_002204555.1,Staphylococcus aureus,32.5,1,1,2861508,82,2692,78,2852
0,Staphylococcus aureus,ISU926,Staphylococcus aureus,GCF_002204575.1,Staphylococcus aureus,33.0,1,1,2833430,82,2648,76,2806
0,Staphylococcus aureus,FORC_045,Staphylococcus aureus,GCF_002209325.1,Staphylococcus aureus,32.5,1,1,2807171,78,2617,84,2779
0,Staphylococcus aureus,FORC_040,Staphylococcus aureus,GCF_002214665.1,Staphylococcus aureus,32.5,2,2,2764958,82,2581,70,2733
0,Staphylococcus epidermidis,AMT,Staphylococcus epidermidis,GCF_002215535.1,Staphylococcus epidermidis,32.0,6,6,2570371,84,2328,74,2486
0,Staphylococcus lugdunensis,K93G,Staphylococcus lugdunensis,GCF_002250095.2,Staphylococcus lugdunensis,33.5,1,1,2584152,93,2361,38,2492
0,Staphylococcus pettenkoferi,FDAARGOS_288,Staphylococcus pettenkoferi,GCF_002208805.2,Staphylococcus pettenkoferi,38.5,1,1,2502360,82,2267,33,2382
0,Staphylococcus saprophyticus,FDAARGOS_336,Staphylococcus saprophyticus,GCF_002208905.1,Staphylococcus saprophyticus,33.0,3,3,2635780,83,2446,68,2597
0,Staphylococcus saprophyticus,FDAARGOS_355,Staphylococcus saprophyticus,GCF_002209265.1,Staphylococcus saprophyticus,33.0,4,4,2639175,83,2441,83,2607
0,Stenotrophomonas maltophilia,FDAARGOS_325,Stenotrophomonas maltophilia,GCF_002208885.2,Stenotrophomonas maltophilia,66.0,1,1,4851512,92,4410,29,4531
0,Streptococcus agalactiae,CUGBS591,Streptococcus agalactiae,GCF_002197205.1,Streptococcus agalactiae,35.5,1,1,2227680,103,2111,72,2286
0,Streptococcus agalactiae,SG-M50,Streptococcus agalactiae,GCF_002197245.1,Streptococcus agalactiae,35.0,1,1,2116810,104,2028,56,2188
0,Streptococcus agalactiae,SG-M158,Streptococcus agalactiae,GCF_002197265.1,Streptococcus agalactiae,35.0,1,1,2116811,104,2030,55,2189
0,Streptococcus agalactiae,SG-M29,Streptococcus agalactiae,GCF_002197285.1,Streptococcus agalactiae,35.0,1,1,2116773,104,2027,58,2189
0,Streptococcus agalactiae,SG-M25,Streptococcus agalactiae,GCF_002197305.1,Streptococcus agalactiae,35.5,1,1,2208337,104,2087,63,2254
0,Streptococcus agalactiae,SG-M8,Streptococcus agalactiae,GCF_002197325.1,Streptococcus agalactiae,35.5,1,1,2167120,103,2022,65,2190
0,Streptococcus agalactiae,SG-M6,Streptococcus agalactiae,GCF_002197365.1,Streptococcus agalactiae,35.5,1,1,2106018,103,1960,79,2142
0,Streptococcus agalactiae,SG-M4,Streptococcus agalactiae,GCF_002197385.1,Streptococcus agalactiae,35.5,1,1,2072007,103,1932,55,2090
0,Streptococcus agalactiae,SG-M163,Streptococcus agalactiae,GCF_002197425.1,Streptococcus agalactiae,35.0,1,1,2116810,104,2029,56,2189
0,Streptococcus agalactiae,C001,Streptococcus agalactiae,GCF_002214425.1,Streptococcus agalactiae,35.5,1,1,2121372,91,2004,46,2141
0,Streptococcus agalactiae,874391,Streptococcus agalactiae,GCF_002289205.1,Streptococcus agalactiae,35.0,1,1,2153937,105,1995,76,2176
0,Streptococcus iniae,QMA0248,Streptococcus iniae,GCF_002220115.1,Streptococcus iniae,36.5,1,1,2116570,77,1900,67,2044
0,Streptococcus pyogenes,GURSA1,Streptococcus pyogenes,GCF_002236855.1,Streptococcus pyogenes,38.5,1,1,1893171,89,1790,48,1927
0,Streptococcus pyogenes,GUR,Streptococcus pyogenes,GCF_002236875.1,Streptococcus pyogenes,38.5,1,1,1890204,89,1796,45,1930
0,Streptococcus pyogenes,STAB090229,Streptococcus pyogenes,GCF_002238295.1,Streptococcus pyogenes,38.5,1,1,1846347,76,1715,53,1844
0,Streptococcus pyogenes,STAB120304,Streptococcus pyogenes,GCF_002238315.1,Streptococcus pyogenes,38.5,1,1,1890354,89,1777,58,1924
0,Streptococcus suis,SRD478,Streptococcus suis,GCF_002285535.1,Streptococcus suis,41.0,2,2,2066888,72,1875,61,2008
0,Streptococcus thermophilus,ST3,Streptococcus thermophilus,GCF_002286255.1,Streptococcus thermophilus,39.0,1,1,1865056,90,1627,214,1931
0,Streptomyces albireticuli,MDJK11,Streptomyces albireticuli,GCF_002192455.1,Streptomyces albireticuli,72.5,1,1,8144417,99,6672,195,6966
0,Streptomyces sp. CLI2509,CLI2905,Streptomyces sp. CLI2509,GCF_002288075.1,Streptomyces sp. CLI2509,73.0,2,2,7232701,87,5933,209,6229
0,Sutcliffiella cohnii,DSM 6307,Sutcliffiella cohnii,GCF_002250055.1,Sutcliffiella cohnii,36.0,1,1,4899141,136,4753,64,4953
0,Taylorella equigenitalis,92-0972,Taylorella equigenitalis,GCF_002288025.1,Taylorella equigenitalis,37.5,1,1,1666291,50,1482,17,1549
0,Taylorella equigenitalis,89-0490,Taylorella equigenitalis,GCF_002288125.1,Taylorella equigenitalis,37.5,1,1,1649945,50,1461,16,1527
0,Taylorella equigenitalis,79-1587,Taylorella equigenitalis,GCF_002288155.1,Taylorella equigenitalis,37.0,1,1,1739054,50,1564,24,1638
0,Taylorella equigenitalis,09-0932,Taylorella equigenitalis,GCF_002288205.1,Taylorella equigenitalis,37.5,1,1,1635330,50,1454,15,1519
0,Taylorella equigenitalis,98-0554,Taylorella equigenitalis,GCF_002288245.1,Taylorella equigenitalis,37.0,1,1,1692042,50,1517,16,1583
0,Tetragenococcus halophilus,KUD23,Tetragenococcus halophilus,GCF_002243535.1,Tetragenococcus halophilus,36.0,1,1,2599117,81,2382,75,2538
0,Thermoanaerobacterium thermosaccharolyticum,TG57,Thermoanaerobacterium thermosaccharolyticum,GCF_002250075.1,Thermoanaerobacterium thermosaccharolyticum,34.0,1,1,2895726,77,2818,43,2938
0,Thermogutta terrifontis,R1,Thermogutta terrifontis,GCF_002277955.1,Thermogutta terrifontis,57.0,1,1,4810751,53,3333,14,3400
0,Tsuneonella mangrovi,C9-11,Tsuneonella mangrovi,GCF_002269345.1,Tsuneonella mangrovi,63.0,1,1,2702851,52,2574,13,2639
0,Tumebacillus algifaecis,THMBR28,Tumebacillus algifaecis,GCF_002243515.1,Tumebacillus algifaecis,53.0,1,1,4516965,269,3828,54,4151
0,Ureaplasma parvum,hebnu3h04,Ureaplasma parvum,GCF_002205515.1,Ureaplasma parvum,25.0,1,1,732889,39,579,9,627
0,Ureaplasma parvum,hebnu3h05,Ureaplasma parvum,GCF_002205535.1,Ureaplasma parvum,25.0,1,1,722452,39,577,9,625
0,Ureaplasma parvum,hebnu1229,Ureaplasma parvum,GCF_002205595.1,Ureaplasma parvum,25.0,1,1,737737,39,581,16,636
0,Ureaplasma parvum,hebnu uu3,Ureaplasma parvum,GCF_002205735.1,Ureaplasma parvum,25.0,1,1,727176,39,587,11,637
0,Variovorax boronicumulans,J1,Variovorax boronicumulans,GCF_002291405.1,Variovorax boronicumulans,68.0,1,1,7137898,60,6443,224,6727
0,Vibrio anguillarum,87-9-116,Vibrio anguillarum,GCF_002211505.1,Vibrio anguillarum,44.0,2,2,4338125,134,3767,91,3992
0,Vibrio anguillarum,JLL237,Vibrio anguillarum,GCF_002211985.1,Vibrio anguillarum,44.0,2,2,4286989,142,3679,62,3883
0,Vibrio anguillarum,S3 4/9,Vibrio anguillarum,GCF_002212005.1,Vibrio anguillarum,44.5,2,2,4182973,141,3637,49,3827
0,Vibrio anguillarum,CNEVA NB11008,Vibrio anguillarum,GCF_002212025.1,Vibrio anguillarum,44.5,2,2,4256429,138,3705,70,3913
0,Vibrio anguillarum,VIB43,Vibrio anguillarum,GCF_002287545.1,Vibrio anguillarum,44.5,3,3,4407865,135,3760,171,4066
0,Vibrio anguillarum,ATCC-68554,Vibrio anguillarum,GCF_002291265.1,Vibrio anguillarum,44.5,3,3,4141906,126,3565,80,3771
0,Vibrio casei,DSM 22364,Vibrio casei,GCF_002218025.2,Vibrio casei,40.5,5,5,4140771,122,3631,120,3873
0,Vibrio gazogenes,ATCC 43942,Vibrio gazogenes,GCF_002196515.1,Vibrio gazogenes,45.0,3,3,4786552,120,4094,45,4259
0,Vibrio mediterranei,QT6D1,Vibrio mediterranei,GCF_002214345.1,Vibrio mediterranei,44.0,3,3,5812176,151,5162,48,5361
0,Vibrio parahaemolyticus,MAVP-Q,Vibrio parahaemolyticus,GCF_002209725.2,Vibrio parahaemolyticus,45.0,2,2,5257294,180,4710,50,4940
0,Vibrio parahaemolyticus,MAVP-R,Vibrio parahaemolyticus,GCF_002220985.3,Vibrio parahaemolyticus,45.0,2,2,5249405,150,4694,44,4888
0,Vibrio qinghaiensis,Q67,Vibrio qinghaiensis,GCF_002257545.1,Vibrio qinghaiensis,44.0,2,2,4017713,140,3375,93,3608
0,Vibrio rotiferianus,B64D1,Vibrio rotiferianus,GCF_002214395.1,Vibrio rotiferianus,44.5,2,2,5277859,178,4630,30,4838
0,Vibrio rumoiensis,FERM P-14531,Vibrio rumoiensis,GCF_002218045.2,Vibrio rumoiensis,42.0,4,4,4207152,120,3628,97,3845
0,Vibrio tarriae,2521-89,Vibrio tarriae,GCF_002216685.1,Vibrio tarriae,47.0,2,2,4123863,139,3543,134,3816
0,Vibrio vulnificus,FORC_037,Vibrio vulnificus,GCF_002204915.1,Vibrio vulnificus,46.5,3,3,5117890,156,4470,83,4709
0,Vibrio vulnificus,CECT 4999,Vibrio vulnificus,GCF_002215135.1,Vibrio vulnificus,46.5,3,3,5163135,149,4495,119,4763
0,Vibrio vulnificus NBRC 15645 = ATCC 27562,ATCC 27562,Vibrio vulnificus,GCF_002224265.1,Vibrio vulnificus NBRC 15645 = ATCC 27562,46.5,2,2,5007160,152,4316,78,4546
0,Virgibacillus necropolis,LMG 19488,Virgibacillus necropolis,GCF_002224365.1,Virgibacillus necropolis,37.0,1,1,4337422,90,4013,86,4189
0,Virgibacillus phasianinus,LM2416,Virgibacillus phasianinus,GCF_002216775.1,Virgibacillus phasianinus,39.5,1,1,4071214,90,3819,79,3988
0,Vitreoscilla filiformis,ATCC 15551,Vitreoscilla filiformis,GCF_002222655.1,Vitreoscilla filiformis,63.0,3,3,3787551,66,3476,33,3575
0,Weissella cibaria,CMS1,Weissella cibaria,GCF_002243305.1,Weissella cibaria,45.0,1,1,2342849,119,2069,21,2209
0,Xanthomonas citri pv. malvacearum,XcmH1005,Xanthomonas citri,GCF_002224525.1,Xanthomonas citri pv. malvacearum,64.5,2,2,5300850,99,4171,286,4556
0,Xanthomonas citri pv. malvacearum,XcmN1003,Xanthomonas citri,GCF_002224545.1,Xanthomonas citri pv. malvacearum,64.5,2,2,5278251,99,4179,257,4535
0,Xanthomonas citri pv. malvacearum,AR81009,Xanthomonas citri,GCF_002288565.1,Xanthomonas citri pv. malvacearum,64.0,4,4,5408848,100,4311,300,4711
0,Xanthomonas citri pv. malvacearum,MS14003,Xanthomonas citri,GCF_002288585.1,Xanthomonas citri pv. malvacearum,64.5,4,4,5144706,94,4093,249,4436
0,Xanthomonas citri pv. vignicola,CFBP7111,Xanthomonas citri,GCF_002218245.1,Xanthomonas citri pv. vignicola,64.0,4,4,5710499,102,4736,154,4992
0,Xanthomonas citri pv. vignicola,CFBP7112,Xanthomonas citri,GCF_002218265.1,Xanthomonas citri pv. vignicola,64.5,3,3,5155996,97,4092,198,4387
0,Xanthomonas citri pv. vignicola,CFBP7113,Xanthomonas citri,GCF_002218285.1,Xanthomonas citri pv. vignicola,64.5,1,1,5105205,103,4028,222,4353
0,Xanthomonas hortorum,B07-007,Xanthomonas hortorum,GCF_002285515.1,Xanthomonas hortorum,63.5,2,2,5250904,100,4278,166,4544
0,Yersinia ruckeri,QMA0440,Yersinia ruckeri,GCF_002192595.1,Yersinia ruckeri,47.5,1,1,3856634,121,3362,82,3565
0,Acetobacter pomorum,BDGP5,Acetobacter pomorum,GCF_002456135.1,Acetobacter pomorum,52.5,4,4,3007920,75,2701,49,2825
0,Acetobacter tropicalis,BDGP1,Acetobacter tropicalis,GCF_002549835.1,Acetobacter tropicalis,55.5,2,2,4139662,78,3570,92,3740
0,Acidovorax citrulli,KACC17005,Acidovorax citrulli,GCF_002441975.1,Acidovorax citrulli,68.5,1,1,5349924,65,4733,199,4997
0,Acinetobacter baumannii,A1296,Acinetobacter baumannii,GCF_002504145.1,Acinetobacter baumannii,39.0,3,3,3810701,96,3470,101,3667
0,Acinetobacter baumannii,A388,Acinetobacter baumannii,GCF_002741415.1,Acinetobacter baumannii,39.0,2,2,4032048,95,3733,80,3908
0,Acinetobacter baumannii,AbPK1,Acinetobacter baumannii,GCF_002753915.1,Acinetobacter baumannii,38.5,3,3,4147337,97,3847,108,4052
0,Acinetobacter guillouiae,NBRC 110550,Acinetobacter guillouiae,GCF_002370525.2,Acinetobacter guillouiae,38.0,1,1,4648418,107,4169,40,4316
0,Actinomyces sp. Chiba101,Chiba101,Actinomyces sp. Chiba101,GCF_002356195.1,Actinomyces sp. Chiba101,71.0,1,1,2877864,62,2278,33,2373
0,Actinoplanes sp. SE50,SE50,Actinoplanes sp. SE50,GCF_002717025.1,Actinoplanes sp. SE50,71.0,1,1,9239482,124,8142,155,8421
0,Actinosynnema pretiosum,X47,Actinosynnema pretiosum,GCF_002354875.1,Actinosynnema pretiosum,73.5,1,1,8131572,78,6876,93,7047
0,Aeromonas salmonicida subsp. masoucida,RFAS1,Aeromonas salmonicida,GCF_002313065.1,Aeromonas salmonicida subsp. masoucida,58.0,3,3,4917535,155,4240,330,4725
0,Aeromonas salmonicida subsp. pectinolytica 34mel,34mel,Aeromonas salmonicida,GCF_002735225.1,Aeromonas salmonicida subsp. pectinolytica 34mel,58.0,1,1,5012649,161,4336,137,4634
0,Aeromonas sp. CA23,CA23,Aeromonas sp. CA23,GCF_002587065.1,Aeromonas sp. CA23,60.0,1,1,5099209,164,4459,116,4739
0,Aeromonas sp. CU5,CU5,Aeromonas sp. CU5,GCF_002586745.1,Aeromonas sp. CU5,57.5,1,1,4615599,162,3944,88,4194
0,Agrobacterium tumefaciens,186,Agrobacterium tumefaciens,GCF_002591665.3,Agrobacterium tumefaciens,59.0,4,4,5720291,70,5277,88,5435
0,Alcaligenes faecalis,DSM 30030,Alcaligenes faecalis,GCF_002443155.1,Alcaligenes faecalis,56.5,1,1,4075263,70,3668,23,3761
0,Alteromonas pelagimontana,5.12,Alteromonas pelagimontana,GCF_002499975.2,Alteromonas pelagimontana,46.0,1,1,4314189,73,3682,40,3795
0,Aneurinibacillus soli,CB4,Aneurinibacillus soli,GCF_002355375.1,Aneurinibacillus soli,45.5,1,1,4116770,225,3918,66,4209
0,Aurantimicrobium minutum,KNC,Aurantimicrobium minutum,GCF_002355535.1,Aurantimicrobium minutum,52.5,1,1,1622386,47,1568,3,1618
0,Bacillus altitudinis,SGAir0031,Bacillus altitudinis,GCF_002443015.2,Bacillus altitudinis,41.0,2,2,3844795,110,3795,26,3931
0,Bacillus altitudinis,P-10,Bacillus altitudinis,GCF_002741745.1,Bacillus altitudinis,41.5,1,1,3765752,110,3704,102,3916
0,Bacillus anthracis,Shikan-NIID,Bacillus anthracis,GCF_002356575.1,Bacillus anthracis,35.0,3,3,5504652,133,5267,376,5776
0,Bacillus glycinifermentans,KBN06P03352,Bacillus glycinifermentans,GCF_002443095.1,Bacillus glycinifermentans,46.0,1,1,4659467,112,4610,232,4954
0,Bacillus licheniformis,ATCC 9789,Bacillus licheniformis,GCF_002504325.1,Bacillus licheniformis,46.0,1,1,4260287,110,4191,96,4397
